gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,final_outcome_flag,post_decision_status,risk_review_code,confirmed_result_code,case_resolution_type,followup_action_group,outcome_verification_score,workflow_bucket_id,service_path_code,review_priority_index,Churn
Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_1,0.0,No
Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.5429757240321563,No
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,1,closed,route_f,type_4,group_x,B07,0.092783898486118,route_f,type_4,0.8184981457888364,Yes
Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,0,pending,route_c,type_1,group_n,A12,0.0959704282603481,route_c,type_4,0.0,No
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.24328581029651952,No
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,0,pending,route_c,type_1,group_n,A12,0.22232813249456773,route_f,type_1,0.0,No
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,1,closed,route_f,type_1,group_x,B07,0.06039744336545253,route_f,type_1,0.8368798884138351,Yes
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,0,pending,route_c,type_4,group_n,A12,1.0,route_f,type_1,0.0,No
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,pending,route_c,type_1,group_n,A12,0.09050605506079809,route_f,type_1,0.0,No
Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_4,1.0,No
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.2136667358642793,No
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_1,0.8777158253758072,Yes
Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,0,closed,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,No
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,1,closed,route_c,type_1,group_x,A12,0.953301563408625,route_c,type_4,0.6234908099728078,Yes
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1,closed,route_f,type_4,group_x,B07,0.07963545314524624,route_c,type_4,1.0,Yes
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,0,pending,route_c,type_1,group_n,A12,0.04105517634535486,route_f,type_1,0.0,No
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,pending,route_c,type_1,group_x,A12,0.0027732820961787648,route_c,type_1,0.07852346602946501,No
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,0,pending,route_c,type_1,group_n,A12,0.008290931843562112,route_c,type_1,0.1279572683781241,No
Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.31512251428527227,No
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.0,Yes
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0,pending,route_f,type_1,group_n,A12,0.27693341184298925,route_f,type_4,0.010947286035182038,No
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_4,0.3171960645624104,Yes
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,pending,route_c,type_1,group_n,A12,0.16986819344159254,route_c,type_1,0.964848440136977,No
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.9817152341397455,No
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,No
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.0,No
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.351396153400153,No
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,1,closed,route_f,type_1,group_x,B07,0.961106580658051,route_f,type_1,0.0,Yes
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,0,pending,route_c,type_1,group_n,A12,0.1174094340809899,route_f,type_4,0.0,No
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,0,pending,route_c,type_1,group_n,A12,0.13288891264146632,route_f,type_1,0.0,No
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0,pending,route_c,type_1,group_x,B07,0.0,route_c,type_4,0.12386282203094783,No
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,1,closed,route_f,type_4,group_x,B07,0.9570801094921573,route_c,type_1,0.14522487740670925,Yes
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.018103093609098113,No
Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,0,pending,route_f,type_1,group_n,A12,0.031017535334235243,route_c,type_1,0.09286436688905476,No
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0,pending,route_c,type_4,group_n,A12,0.07773892560116864,route_f,type_4,1.0,No
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,No
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,pending,route_c,type_4,group_n,A12,0.0,route_c,type_1,0.014195198463597269,No
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,0,pending,route_c,type_1,group_n,A12,0.17949595779442107,route_f,type_4,0.33590878839321836,No
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.0,No
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0,closed,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.0,No
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,1.0,No
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,1.0,Yes
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0,pending,route_f,type_1,group_n,A12,0.0,route_f,type_1,0.0,No
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,pending,route_c,type_4,group_n,B07,0.0,route_f,type_4,0.9175716997178728,No
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0,pending,route_c,type_4,group_n,B07,0.05564530462949736,route_c,type_1,1.0,No
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_4,0.0,No
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,1,closed,route_f,type_4,group_n,B07,0.9299226689254817,route_f,type_1,1.0,Yes
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,0,pending,route_f,type_1,group_n,A12,0.10134650165762701,route_c,type_4,0.01716343039747591,No
Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,1,closed,route_f,type_4,group_x,B07,0.023744822008794672,route_f,type_4,1.0,Yes
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_1,0.1814764659421611,No
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,pending,route_f,type_1,group_n,A12,0.0,route_c,type_1,0.7608141342234691,No
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,1,closed,route_f,type_1,group_x,B07,1.0,route_c,type_4,1.0,Yes
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,0,pending,route_c,type_1,group_x,A12,1.0,route_c,type_4,0.0,No
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,1,closed,route_f,type_4,group_x,A12,1.0,route_c,type_4,0.13295455841005538,Yes
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0,pending,route_c,type_1,group_x,A12,0.18913153741700617,route_f,type_4,0.9877665451286631,No
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,0,pending,route_c,type_1,group_n,A12,0.02528995142552784,route_c,type_4,0.0,No
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_1,1.0,Yes
Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,1,closed,route_f,type_4,group_x,B07,0.9444059077017379,route_c,type_1,0.548001153827717,Yes
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0286687862479546,No
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,0,pending,route_c,type_1,group_n,A12,0.0339033847468408,route_c,type_1,0.38373111429030676,No
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,1,closed,route_f,type_4,group_x,B07,0.9786681102195812,route_f,type_4,1.0,Yes
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,0,pending,route_c,type_1,group_n,A12,0.12760592234688709,route_c,type_1,1.0,No
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,1,closed,route_f,type_4,group_n,B07,1.0,route_c,type_4,0.8964629726615012,Yes
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.0,No
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,1,closed,route_f,type_1,group_n,B07,1.0,route_f,type_4,0.21290344026006616,Yes
Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_1,0.8401844752186829,Yes
Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.08465045670527434,No
Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,No
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,No
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,0,pending,route_c,type_1,group_n,A12,0.10118307263246563,route_c,type_4,0.9044432290779579,No
Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,0,pending,route_c,type_1,group_n,B07,0.9301902317127222,route_c,type_1,0.08389014939829326,No
Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,1,closed,route_f,type_4,group_n,B07,0.0,route_f,type_4,1.0,Yes
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.4360841263818578,No
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,0,pending,route_c,type_1,group_n,A12,0.9601690314969326,route_f,type_4,0.0,No
Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,0,pending,route_c,type_1,group_n,A12,0.07627451086870742,route_c,type_1,0.06535113105556037,No
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,0,pending,route_c,type_1,group_n,A12,0.7821086639692427,route_f,type_4,0.23796859808434676,No
Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,0,pending,route_c,type_1,group_n,B07,0.8582514764691005,route_f,type_4,0.0,No
Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,0,pending,route_c,type_1,group_n,A12,0.06161699105749875,route_c,type_4,0.019714858261754696,No
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,1.0,No
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,0,pending,route_c,type_1,group_n,B07,0.07715268380252839,route_c,type_4,0.8630219404255198,No
Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,0.04068407957280441,No
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,0,pending,route_c,type_1,group_n,B07,0.20866269833052267,route_c,type_1,0.835733983781568,No
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,0,pending,route_c,type_4,group_n,A12,1.0,route_c,type_1,0.0,No
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,0,pending,route_c,type_1,group_n,A12,0.16248029935287034,route_f,type_1,0.43470646175245464,No
Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,1,pending,route_c,type_1,group_n,A12,1.0,route_c,type_4,0.0,No
Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,0,pending,route_c,type_1,group_n,A12,0.07662215904684797,route_f,type_1,1.0,No
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.46412768794697323,No
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,1.0,Yes
Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_1,1.0,Yes
Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,No
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,1,closed,route_f,type_4,group_x,B07,0.7204261445413435,route_f,type_4,1.0,Yes
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,0,pending,route_c,type_1,group_n,A12,0.018542016578785115,route_c,type_4,0.8744668842594162,No
Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_4,0.0,No
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.0,No
Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,0,pending,route_c,type_1,group_x,A12,0.0,route_c,type_1,0.0,No
Female,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.023349890328305957,No
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,0,pending,route_c,type_1,group_n,A12,0.14591390427094902,route_c,type_4,0.0,No
Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,No
Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.10787424557528397,No
Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_1,1.0,No
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,1.0,Yes
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,0,pending,route_c,type_4,group_n,A12,0.9810902120860129,route_c,type_4,0.03606229300333925,No
