checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,final_outcome_flag,post_decision_status,risk_review_code,confirmed_result_code,case_resolution_type,followup_action_group,outcome_verification_score,workflow_bucket_id,service_path_code,review_priority_index,class
no checking,12,existing paid,furniture/equipment,1768,<100,1<=X<4,3,male single,none,2,real estate,24,none,rent,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.0,good
>=200,10,critical/other existing credit,new car,781,<100,>=7,4,male single,none,4,no known property,63,none,for free,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.6536820383448578,good
0<=X<200,18,existing paid,furniture/equipment,1924,no known savings,<1,4,female div/dep/mar,none,3,real estate,27,none,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,1.0,route_c,type_1,0.0,bad
<0,12,critical/other existing credit,new car,2121,<100,1<=X<4,4,male single,none,2,life insurance,30,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_c,type_1,0.2813128594377383,good
<0,12,existing paid,radio/tv,701,<100,1<=X<4,4,male mar/wid,none,2,real estate,40,none,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.0,good
0<=X<200,12,existing paid,repairs,639,<100,1<=X<4,4,male single,none,2,car,30,none,own,1,skilled,1,none,yes,0,pending,route_c,type_4,group_n,A12,0.9728067372182988,route_c,type_1,0.0,bad
0<=X<200,12,critical/other existing credit,used car,1860,<100,unemployed,4,male single,none,2,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.994522810272282,route_c,type_1,1.0,good
<0,12,critical/other existing credit,new car,3499,<100,1<=X<4,3,female div/dep/mar,co applicant,2,real estate,29,none,own,2,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.9552365535960903,route_c,type_4,0.44917363242920544,bad
0<=X<200,48,existing paid,new car,8487,no known savings,4<=X<7,1,female div/dep/mar,none,2,car,24,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,1.0,good
<0,36,delayed previously,education,6887,<100,1<=X<4,4,male single,none,3,life insurance,29,stores,own,1,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,1.0,bad
no checking,15,existing paid,furniture/equipment,2708,<100,<1,2,male single,none,3,life insurance,27,bank,own,2,unskilled resident,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.974678427204162,route_f,type_4,0.0,good
no checking,18,existing paid,furniture/equipment,1984,<100,1<=X<4,4,male single,none,4,no known property,47,bank,for free,2,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.6879399902138752,route_f,type_4,0.9474716497482455,good
no checking,60,existing paid,radio/tv,10144,100<=X<500,4<=X<7,2,female div/dep/mar,none,4,real estate,21,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.002541926429832723,good
no checking,12,critical/other existing credit,radio/tv,1240,no known savings,>=7,4,female div/dep/mar,none,2,real estate,38,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_n,B07,0.9707871178073129,route_f,type_4,0.8432380792754997,good
no checking,27,delayed previously,used car,8613,>=1000,1<=X<4,2,male single,none,2,car,27,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_c,type_1,0.9587471494279011,good
0<=X<200,12,existing paid,radio/tv,766,500<=X<1000,1<=X<4,4,male single,none,3,real estate,66,none,own,1,unskilled resident,1,none,yes,0,pending,route_c,type_4,group_n,B07,0.19315673704926084,route_f,type_4,1.0,bad
0<=X<200,15,critical/other existing credit,radio/tv,2728,no known savings,4<=X<7,4,male single,guarantor,2,real estate,35,bank,own,3,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.8379261763788937,good
>=200,12,existing paid,radio/tv,1881,<100,1<=X<4,2,female div/dep/mar,none,2,car,44,none,rent,1,unskilled resident,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,1.8028770136759948e-05,good
>=200,6,existing paid,new car,709,>=1000,<1,2,male mar/wid,none,2,real estate,27,none,own,1,unemp/unskilled non res,1,none,no,1,closed,route_f,type_4,group_x,B07,0.8354697398899439,route_f,type_4,1.0,good
0<=X<200,36,existing paid,radio/tv,4795,<100,<1,4,female div/dep/mar,none,1,no known property,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.8330456251154192,good
<0,27,existing paid,radio/tv,3416,<100,1<=X<4,3,male single,none,2,car,27,none,own,1,high qualif/self emp/mgmt,1,none,yes,1,closed,route_f,type_4,group_n,B07,0.14404210129976147,route_c,type_4,1.0,good
<0,18,existing paid,furniture/equipment,2462,<100,1<=X<4,2,male single,none,2,car,22,none,own,1,skilled,1,none,yes,0,pending,route_c,type_4,group_n,A12,0.02771933025447993,route_c,type_1,1.0,bad
no checking,21,critical/other existing credit,furniture/equipment,2288,<100,<1,4,female div/dep/mar,none,4,life insurance,23,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.9665626809237938,good
0<=X<200,48,all paid,business,3566,100<=X<500,4<=X<7,4,male single,none,2,car,30,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.8451558776064082,route_f,type_4,0.5933500693254565,good
<0,6,critical/other existing credit,new car,860,<100,>=7,1,female div/dep/mar,none,4,no known property,39,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_n,B07,0.9617585285630421,route_f,type_1,0.9243434804922717,good
no checking,12,critical/other existing credit,new car,682,100<=X<500,4<=X<7,4,female div/dep/mar,none,3,car,51,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,1.0,good
<0,36,critical/other existing credit,furniture/equipment,5371,<100,1<=X<4,3,male single,guarantor,2,life insurance,28,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.7526145260314172,route_f,type_1,0.3534323663074997,good
no checking,18,critical/other existing credit,radio/tv,1582,>=1000,>=7,4,male single,none,4,car,46,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,1.0,good
no checking,6,existing paid,radio/tv,1346,100<=X<500,>=7,2,male single,none,4,no known property,42,bank,for free,1,skilled,2,yes,yes,1,closed,route_f,type_1,group_x,B07,1.0,route_f,type_4,0.22805878693511564,good
no checking,10,existing paid,radio/tv,1924,<100,1<=X<4,1,male single,none,4,life insurance,38,none,own,1,skilled,1,yes,no,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_1,0.7551563238415574,good
>=200,36,existing paid,radio/tv,5848,<100,1<=X<4,4,male single,none,1,car,24,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.7902584068868037,route_f,type_1,0.0,good
0<=X<200,24,critical/other existing credit,used car,7758,>=1000,>=7,2,female div/dep/mar,none,4,no known property,29,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,1.0,route_c,type_4,0.24720115457159492,good
0<=X<200,24,delayed previously,business,6967,100<=X<500,4<=X<7,4,male single,none,4,car,36,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,A12,0.9258701265327703,route_f,type_4,0.8202339560440156,good
<0,12,existing paid,furniture/equipment,1282,<100,1<=X<4,2,female div/dep/mar,none,4,car,20,none,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_x,B07,0.9407712465616792,route_c,type_1,1.0,bad
<0,9,critical/other existing credit,repairs,1288,100<=X<500,>=7,3,male single,guarantor,4,real estate,48,none,own,2,skilled,2,none,no,1,closed,route_f,type_1,group_x,B07,0.8380844187278274,route_f,type_4,1.0,good
<0,12,all paid,retraining,339,<100,>=7,4,male mar/wid,none,1,car,45,bank,own,1,unskilled resident,1,none,yes,1,pending,route_f,type_1,group_n,B07,0.0,route_f,type_4,0.05563153881108858,good
0<=X<200,24,existing paid,new car,3512,100<=X<500,4<=X<7,2,male single,none,3,car,38,bank,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.05346671103764472,route_f,type_1,0.9334377184099651,good
no checking,6,critical/other existing credit,radio/tv,1898,no known savings,1<=X<4,1,male single,none,2,real estate,34,none,own,2,unskilled resident,2,none,yes,1,closed,route_f,type_4,group_x,B07,0.8526160212914704,route_c,type_4,0.800275231199082,good
no checking,24,critical/other existing credit,radio/tv,2872,100<=X<500,>=7,3,male single,none,4,real estate,36,none,own,1,skilled,2,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,1.0,good
no checking,18,critical/other existing credit,new car,1055,<100,<1,4,female div/dep/mar,none,1,life insurance,30,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9121569987765077,route_f,type_4,0.12795215983911615,good
no checking,15,existing paid,domestic appliance,1262,500<=X<1000,4<=X<7,4,male single,none,3,life insurance,36,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_1,group_x,A12,0.8392730207250542,route_c,type_4,0.0689747652467784,good
0<=X<200,10,existing paid,new car,7308,<100,unemployed,2,male single,none,4,no known property,70,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9300652881073139,route_f,type_4,0.0,good
no checking,36,existing paid,new car,909,500<=X<1000,>=7,4,male single,none,4,life insurance,36,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.007669004991970495,good
no checking,6,existing paid,furniture/equipment,2978,500<=X<1000,1<=X<4,1,male single,none,2,car,32,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.9632506927941399,route_f,type_4,1.0,good
<0,18,existing paid,furniture/equipment,1131,<100,unemployed,4,female div/dep/mar,none,2,car,33,none,own,1,skilled,1,none,yes,0,pending,route_c,type_4,group_x,A12,0.0045328406790957855,route_c,type_1,1.0,bad
0<=X<200,11,existing paid,furniture/equipment,1577,>=1000,<1,4,female div/dep/mar,none,1,real estate,20,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.14870390841556666,good
no checking,24,existing paid,furniture/equipment,3972,<100,4<=X<7,2,female div/dep/mar,none,4,life insurance,25,none,rent,1,skilled,1,yes,yes,1,closed,route_f,type_1,group_x,A12,1.0,route_f,type_4,0.0,good
0<=X<200,24,critical/other existing credit,business,1935,<100,>=7,4,male div/sep,none,4,real estate,31,none,own,2,skilled,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.0,bad
<0,15,no credits/all paid,new car,950,<100,>=7,4,male single,none,3,car,33,none,rent,2,skilled,2,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,1.0,bad
no checking,12,existing paid,furniture/equipment,763,<100,1<=X<4,4,female div/dep/mar,none,1,real estate,26,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_4,0.0,good
0<=X<200,24,delayed previously,furniture/equipment,2064,<100,unemployed,3,female div/dep/mar,none,2,life insurance,34,none,own,1,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.062361070158789514,route_c,type_4,0.0,bad
0<=X<200,8,existing paid,radio/tv,1414,<100,1<=X<4,4,male single,guarantor,2,real estate,33,none,own,1,skilled,1,none,no,1,closed,route_f,type_4,group_x,A12,0.8064538969587165,route_f,type_4,0.0,good
<0,21,delayed previously,education,3414,<100,<1,2,male single,none,1,life insurance,26,none,own,2,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_4,0.09957900892083801,bad
no checking,30,all paid,used car,7485,no known savings,unemployed,4,female div/dep/mar,none,1,real estate,53,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_4,group_n,B07,0.0,route_c,type_1,1.0,bad
<0,12,existing paid,furniture/equipment,2577,<100,1<=X<4,2,male div/sep,none,1,car,42,none,own,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.9724635599945501,route_c,type_1,0.6062203986595289,good
<0,6,critical/other existing credit,radio/tv,338,500<=X<1000,>=7,4,male single,none,4,car,52,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,A12,0.8991630077694509,route_f,type_1,1.0,good
no checking,12,existing paid,radio/tv,1963,<100,4<=X<7,4,male single,none,2,car,31,none,rent,2,high qualif/self emp/mgmt,2,yes,yes,1,closed,route_f,type_1,group_x,B07,1.0,route_c,type_4,0.9528022802783972,good
<0,21,critical/other existing credit,new car,571,<100,>=7,4,male single,none,4,real estate,65,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.7873198508067597,route_c,type_1,1.0,good
no checking,36,delayed previously,business,9572,<100,<1,1,male div/sep,none,1,car,28,none,own,2,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.7906872726217388,route_c,type_1,0.0,bad
0<=X<200,36,delayed previously,business,4455,<100,1<=X<4,2,male div/sep,none,2,real estate,30,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_x,A12,0.0,route_f,type_1,0.2018664929708299,bad
<0,21,all paid,new car,1647,no known savings,1<=X<4,4,male single,none,2,life insurance,40,none,own,2,unskilled resident,2,none,yes,0,pending,route_c,type_1,group_n,B07,0.0,route_c,type_1,0.008398188611224147,bad
no checking,24,critical/other existing credit,furniture/equipment,3777,>=1000,1<=X<4,4,male single,none,4,real estate,50,none,own,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,0.8072596868463012,route_c,type_1,0.9875528492343719,good
0<=X<200,18,critical/other existing credit,new car,884,<100,>=7,4,male single,none,4,car,36,bank,own,1,skilled,2,yes,yes,0,pending,route_c,type_4,group_n,B07,0.0,route_c,type_1,0.0,bad
no checking,15,critical/other existing credit,radio/tv,1360,<100,1<=X<4,4,male single,none,2,life insurance,31,none,own,2,skilled,1,none,yes,1,closed,route_f,type_1,group_x,B07,0.9468616941919706,route_f,type_4,1.0,good
0<=X<200,9,all paid,used car,5129,<100,>=7,2,female div/dep/mar,none,4,no known property,74,bank,for free,1,high qualif/self emp/mgmt,2,yes,yes,0,pending,route_c,type_1,group_x,B07,0.0,route_f,type_1,1.0,bad
0<=X<200,16,critical/other existing credit,new car,1175,<100,unemployed,2,male single,none,3,car,68,none,for free,3,unemp/unskilled non res,1,yes,yes,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_1,0.0,good
<0,12,existing paid,radio/tv,674,100<=X<500,4<=X<7,4,male mar/wid,none,1,life insurance,20,none,own,1,skilled,1,none,yes,0,pending,route_c,type_4,group_x,A12,0.0,route_c,type_1,0.23777536749294048,bad
0<=X<200,18,no credits/all paid,furniture/equipment,3244,<100,1<=X<4,1,female div/dep/mar,none,4,car,33,bank,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_4,0.22941127230800087,good
no checking,24,existing paid,business,4591,>=1000,1<=X<4,2,male single,none,3,life insurance,54,none,own,3,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_x,A12,0.06468711476469832,route_c,type_1,0.0,bad
0<=X<200,48,no credits/all paid,business,3844,100<=X<500,4<=X<7,4,male single,none,4,no known property,34,none,for free,1,unskilled resident,2,none,yes,0,pending,route_c,type_4,group_n,A12,0.8930574585150248,route_c,type_4,1.0,bad
0<=X<200,27,existing paid,business,3915,<100,1<=X<4,4,male single,none,2,car,36,none,own,1,skilled,2,yes,yes,0,pending,route_c,type_1,group_n,B07,0.01252277287120342,route_c,type_4,0.009172230275829179,bad
no checking,6,existing paid,radio/tv,2108,<100,4<=X<7,2,male mar/wid,none,2,real estate,29,none,rent,1,skilled,1,none,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_c,type_1,1.0,good
0<=X<200,45,existing paid,radio/tv,3031,100<=X<500,1<=X<4,4,male single,guarantor,4,life insurance,21,none,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,1.0,route_f,type_1,0.020043697577053047,bad
0<=X<200,9,critical/other existing credit,education,1501,<100,>=7,2,female div/dep/mar,none,3,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_c,type_1,0.014036439565578,bad
no checking,6,critical/other existing credit,radio/tv,1382,<100,1<=X<4,1,female div/dep/mar,none,1,car,28,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_4,0.0,good
0<=X<200,12,existing paid,furniture/equipment,951,100<=X<500,<1,4,female div/dep/mar,none,4,car,27,bank,rent,4,skilled,1,none,yes,0,pending,route_c,type_4,group_n,A12,1.0,route_c,type_1,0.9624349543665816,bad
0<=X<200,24,existing paid,used car,2760,no known savings,>=7,4,male single,none,4,no known property,36,bank,for free,1,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,0.723800839488353,good
0<=X<200,18,delayed previously,furniture/equipment,4297,<100,>=7,4,male div/sep,none,3,no known property,40,none,own,1,high qualif/self emp/mgmt,1,yes,yes,0,pending,route_c,type_1,group_x,A12,0.17104311747472156,route_f,type_1,0.3293329796986745,bad
no checking,9,critical/other existing credit,education,936,500<=X<1000,>=7,4,male single,none,2,car,52,none,own,2,skilled,1,yes,yes,1,closed,route_f,type_4,group_x,B07,1.0,route_f,type_1,1.0,good
<0,12,existing paid,new car,1168,<100,1<=X<4,4,male mar/wid,none,3,real estate,27,none,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_4,group_x,B07,0.965247552715372,route_c,type_1,1.0,good
no checking,27,delayed previously,business,5117,<100,4<=X<7,3,male single,none,4,car,26,none,own,2,skilled,1,none,yes,1,closed,route_f,type_4,group_n,B07,1.0,route_f,type_4,0.9517103439388751,good
<0,12,existing paid,retraining,902,<100,4<=X<7,4,male mar/wid,none,4,life insurance,21,none,rent,1,skilled,1,none,yes,0,pending,route_c,type_1,group_n,A12,0.0,route_f,type_4,0.0,bad
no checking,12,critical/other existing credit,new car,1495,<100,>=7,4,male single,none,1,real estate,38,none,own,2,unskilled resident,2,none,yes,0,closed,route_f,type_4,group_x,B07,0.2226406915421294,route_c,type_4,0.86683984724169,good
<0,30,critical/other existing credit,used car,10623,<100,>=7,3,male single,none,4,no known property,38,none,for free,3,high qualif/self emp/mgmt,2,yes,yes,1,closed,route_f,type_4,group_x,A12,1.0,route_f,type_4,1.0,good
no checking,12,critical/other existing credit,furniture/equipment,1935,<100,>=7,4,male single,none,4,real estate,43,none,own,3,skilled,1,yes,yes,1,closed,route_f,type_1,group_x,A12,0.9462523511920491,route_c,type_4,0.0,good
0<=X<200,12,critical/other existing credit,domestic appliance,1424,<100,4<=X<7,4,male single,none,3,life insurance,26,none,own,1,skilled,1,none,yes,1,closed,route_f,type_1,group_n,B07,0.9391010010952049,route_f,type_4,0.0,good
<0,24,existing paid,business,6568,<100,1<=X<4,2,male mar/wid,none,2,car,21,stores,own,1,unskilled resident,1,none,yes,1,closed,route_f,type_1,group_x,A12,0.0,route_f,type_4,1.0,good
